grid_id,county,county_short,geoid,grid_km,center_lat,center_lon,row_index,col_index,is_mock,shape_model,month,monthly_fire_probability_pct,risk_score,risk_level,mock_ndvi,mock_avgtempF,mock_humid,mock_wind,county_avgtempF,county_humid,county_wind,county_precip,county_sunHour
06083_5km_0004,Santa Barbara County,Santa Barbara,06083,5.0,34.404929,-119.718738,0,17,1,county_boundary_clipped_grid,2020-08,41.33,0.6051,medium,0.6567,83.51,39.94,5.71,82.39,43.77,4.71,0.0032,11.28
06083_5km_0005,Santa Barbara County,Santa Barbara,06083,5.0,34.410645,-119.688178,0,18,1,county_boundary_clipped_grid,2020-08,41.33,0.6057,medium,0.6583,83.55,39.87,5.73,82.39,43.77,4.71,0.0032,11.28
06083_5km_0006,Santa Barbara County,Santa Barbara,06083,5.0,34.416221,-119.583979,0,19,1,county_boundary_clipped_grid,2020-08,41.33,0.6039,medium,0.6657,83.6,40.0,5.68,82.39,43.77,4.71,0.0032,11.28
06083_5km_0007,Santa Barbara County,Santa Barbara,06083,5.0,34.404166,-119.537206,0,20,1,county_boundary_clipped_grid,2020-08,41.33,0.6001,medium,0.6709,83.55,40.35,5.59,82.39,43.77,4.71,0.0032,11.28
06083_5km_0008,Santa Barbara County,Santa Barbara,06083,5.0,34.406101,-119.49936,0,21,1,county_boundary_clipped_grid,2020-08,41.33,0.5986,medium,0.6732,83.53,40.5,5.55,82.39,43.77,4.71,0.0032,11.28
06083_5km_0009,Santa Barbara County,Santa Barbara,06083,5.0,34.402935,-119.460353,0,22,1,county_boundary_clipped_grid,2020-08,41.33,0.5957,medium,0.6761,83.48,40.77,5.47,82.39,43.77,4.71,0.0032,11.28
06083_5km_0010,Santa Barbara County,Santa Barbara,06083,5.0,34.457256,-120.462914,1,3,1,county_boundary_clipped_grid,2020-08,41.33,0.6119,medium,0.6602,83.78,39.21,5.9,82.39,43.77,4.71,0.0032,11.28
06083_5km_0011,Santa Barbara County,Santa Barbara,06083,5.0,34.453658,-120.430963,1,4,1,county_boundary_clipped_grid,2020-08,41.33,0.6127,medium,0.6582,83.78,39.14,5.92,82.39,43.77,4.71,0.0032,11.28
06083_5km_0012,Santa Barbara County,Santa Barbara,06083,5.0,34.4608,-120.371761,1,5,1,county_boundary_clipped_grid,2020-08,41.33,0.615,medium,0.6527,83.77,38.94,5.98,82.39,43.77,4.71,0.0032,11.28
06083_5km_0013,Santa Barbara County,Santa Barbara,06083,5.0,34.460881,-120.3384,1,6,1,county_boundary_clipped_grid,2020-08,41.33,0.6157,medium,0.65,83.75,38.89,5.99,82.39,43.77,4.71,0.0032,11.28
06083_5km_0014,Santa Barbara County,Santa Barbara,06083,5.0,34.461234,-120.086156,1,10,1,county_boundary_clipped_grid,2020-08,41.33,0.6168,medium,0.6354,83.58,38.88,6.1,82.39,43.77,4.71,0.0032,11.28
06083_5km_0015,Santa Barbara County,Santa Barbara,06083,5.0,34.461083,-120.025152,1,11,1,county_boundary_clipped_grid,2020-08,41.33,0.6165,medium,0.6346,83.56,38.92,6.12,82.39,43.77,4.71,0.0032,11.28
06083_5km_0016,Santa Barbara County,Santa Barbara,06083,5.0,34.454511,-119.980353,1,12,1,county_boundary_clipped_grid,2020-08,41.33,0.6153,medium,0.6359,83.54,39.04,6.06,82.39,43.77,4.71,0.0032,11.28
06083_5km_0017,Santa Barbara County,Santa Barbara,06083,5.0,34.450931,-119.93556,1,13,1,county_boundary_clipped_grid,2020-08,41.33,0.6144,medium,0.6374,83.53,39.12,6.01,82.39,43.77,4.71,0.0032,11.28
06083_5km_0018,Santa Barbara County,Santa Barbara,06083,5.0,34.443966,-119.881035,1,14,1,county_boundary_clipped_grid,2020-08,41.33,0.6129,medium,0.6405,83.53,39.24,5.92,82.39,43.77,4.71,0.0032,11.28
06083_5km_0019,Santa Barbara County,Santa Barbara,06083,5.0,34.440656,-119.82651,1,15,1,county_boundary_clipped_grid,2020-08,41.33,0.612,medium,0.6439,83.55,39.32,5.89,82.39,43.77,4.71,0.0032,11.28
06083_5km_0020,Santa Barbara County,Santa Barbara,06083,5.0,34.440656,-119.771985,1,16,1,county_boundary_clipped_grid,2020-08,41.33,0.6114,medium,0.6475,83.58,39.36,5.88,82.39,43.77,4.71,0.0032,11.28
06083_5km_0021,Santa Barbara County,Santa Barbara,06083,5.0,34.440656,-119.71746,1,17,1,county_boundary_clipped_grid,2020-08,41.33,0.6106,medium,0.6516,83.61,39.41,5.86,82.39,43.77,4.71,0.0032,11.28
06083_5km_0022,Santa Barbara County,Santa Barbara,06083,5.0,34.440656,-119.662935,1,18,1,county_boundary_clipped_grid,2020-08,41.33,0.6094,medium,0.656,83.64,39.5,5.83,82.39,43.77,4.71,0.0032,11.28
06083_5km_0023,Santa Barbara County,Santa Barbara,06083,5.0,34.442027,-119.60841,1,19,1,county_boundary_clipped_grid,2020-08,41.33,0.608,medium,0.6602,83.65,39.61,5.79,82.39,43.77,4.71,0.0032,11.28
06083_5km_0024,Santa Barbara County,Santa Barbara,06083,5.0,34.440656,-119.553885,1,20,1,county_boundary_clipped_grid,2020-08,41.33,0.6057,medium,0.6647,83.64,39.82,5.73,82.39,43.77,4.71,0.0032,11.28
06083_5km_0025,Santa Barbara County,Santa Barbara,06083,5.0,34.440656,-119.49936,1,21,1,county_boundary_clipped_grid,2020-08,41.33,0.6029,medium,0.6687,83.61,40.08,5.66,82.39,43.77,4.71,0.0032,11.28
06083_5km_0026,Santa Barbara County,Santa Barbara,06083,5.0,34.435676,-119.457331,1,22,1,county_boundary_clipped_grid,2020-08,41.33,0.5997,medium,0.672,83.55,40.39,5.58,82.39,43.77,4.71,0.0032,11.28
06083_5km_0027,Santa Barbara County,Santa Barbara,06083,5.0,34.486778,-120.470381,2,3,1,county_boundary_clipped_grid,2020-08,41.33,0.6132,medium,0.657,83.77,39.1,5.93,82.39,43.77,4.71,0.0032,11.28
06083_5km_0028,Santa Barbara County,Santa Barbara,06083,5.0,34.485572,-120.426286,2,4,1,county_boundary_clipped_grid,2020-08,41.33,0.6149,medium,0.6538,83.78,38.94,5.98,82.39,43.77,4.71,0.0032,11.28
06083_5km_0029,Santa Barbara County,Santa Barbara,06083,5.0,34.485572,-120.371761,2,5,1,county_boundary_clipped_grid,2020-08,41.33,0.6166,medium,0.6494,83.77,38.8,6.02,82.39,43.77,4.71,0.0032,11.28
06083_5km_0030,Santa Barbara County,Santa Barbara,06083,5.0,34.489209,-120.317236,2,6,1,county_boundary_clipped_grid,2020-08,41.33,0.6179,medium,0.6446,83.75,38.7,6.05,82.39,43.77,4.71,0.0032,11.28
06083_5km_0031,Santa Barbara County,Santa Barbara,06083,5.0,34.488603,-120.262711,2,7,1,county_boundary_clipped_grid,2020-08,41.33,0.6187,medium,0.6405,83.71,38.64,6.07,82.39,43.77,4.71,0.0032,11.28
06083_5km_0032,Santa Barbara County,Santa Barbara,06083,5.0,34.489328,-120.208186,2,8,1,county_boundary_clipped_grid,2020-08,41.33,0.6193,medium,0.6367,83.68,38.61,6.09,82.39,43.77,4.71,0.0032,11.28
06083_5km_0033,Santa Barbara County,Santa Barbara,06083,5.0,34.490698,-120.153661,2,9,1,county_boundary_clipped_grid,2020-08,41.33,0.6198,medium,0.6335,83.65,38.59,6.19,82.39,43.77,4.71,0.0032,11.28
06083_5km_0034,Santa Barbara County,Santa Barbara,06083,5.0,34.489814,-120.099136,2,10,1,county_boundary_clipped_grid,2020-08,41.33,0.6198,medium,0.6314,83.62,38.6,6.25,82.39,43.77,4.71,0.0032,11.28
06083_5km_0035,Santa Barbara County,Santa Barbara,06083,5.0,34.485693,-120.044611,2,11,1,county_boundary_clipped_grid,2020-08,41.33,0.6193,medium,0.6309,83.6,38.65,6.26,82.39,43.77,4.71,0.0032,11.28
06083_5km_0036,Santa Barbara County,Santa Barbara,06083,5.0,34.485572,-119.990086,2,12,1,county_boundary_clipped_grid,2020-08,41.33,0.6189,medium,0.631,83.58,38.7,6.25,82.39,43.77,4.71,0.0032,11.28
06083_5km_0037,Santa Barbara County,Santa Barbara,06083,5.0,34.485572,-119.93556,2,13,1,county_boundary_clipped_grid,2020-08,41.33,0.6182,medium,0.6322,83.58,38.76,6.21,82.39,43.77,4.71,0.0032,11.28
06083_5km_0038,Santa Barbara County,Santa Barbara,06083,5.0,34.485572,-119.881035,2,14,1,county_boundary_clipped_grid,2020-08,41.33,0.6174,medium,0.6344,83.58,38.83,6.13,82.39,43.77,4.71,0.0032,11.28
06083_5km_0039,Santa Barbara County,Santa Barbara,06083,5.0,34.485572,-119.82651,2,15,1,county_boundary_clipped_grid,2020-08,41.33,0.6165,medium,0.6375,83.6,38.9,6.03,82.39,43.77,4.71,0.0032,11.28
06083_5km_0040,Santa Barbara County,Santa Barbara,06083,5.0,34.485572,-119.771985,2,16,1,county_boundary_clipped_grid,2020-08,41.33,0.6155,medium,0.6413,83.62,38.97,5.99,82.39,43.77,4.71,0.0032,11.28
06083_5km_0041,Santa Barbara County,Santa Barbara,06083,5.0,34.485572,-119.71746,2,17,1,county_boundary_clipped_grid,2020-08,41.33,0.6144,medium,0.6456,83.65,39.06,5.96,82.39,43.77,4.71,0.0032,11.28
06083_5km_0042,Santa Barbara County,Santa Barbara,06083,5.0,34.485572,-119.662935,2,18,1,county_boundary_clipped_grid,2020-08,41.33,0.6129,medium,0.6501,83.66,39.18,5.92,82.39,43.77,4.71,0.0032,11.28
06083_5km_0043,Santa Barbara County,Santa Barbara,06083,5.0,34.485572,-119.60841,2,19,1,county_boundary_clipped_grid,2020-08,41.33,0.611,medium,0.6547,83.67,39.34,5.87,82.39,43.77,4.71,0.0032,11.28
06083_5km_0044,Santa Barbara County,Santa Barbara,06083,5.0,34.485572,-119.553885,2,20,1,county_boundary_clipped_grid,2020-08,41.33,0.6087,medium,0.6591,83.66,39.56,5.81,82.39,43.77,4.71,0.0032,11.28
06083_5km_0045,Santa Barbara County,Santa Barbara,06083,5.0,34.485572,-119.49936,2,21,1,county_boundary_clipped_grid,2020-08,41.33,0.6056,medium,0.6632,83.62,39.84,5.73,82.39,43.77,4.71,0.0032,11.28
06083_5km_0046,Santa Barbara County,Santa Barbara,06083,5.0,34.485572,-119.457194,2,22,1,county_boundary_clipped_grid,2020-08,41.33,0.6027,medium,0.666,83.56,40.12,5.65,82.39,43.77,4.71,0.0032,11.28
06083_5km_0047,Santa Barbara County,Santa Barbara,06083,5.0,34.549062,-120.563797,3,1,1,county_boundary_clipped_grid,2020-08,41.33,0.6058,medium,0.6574,83.54,39.86,5.73,82.39,43.77,4.71,0.0032,11.28
06083_5km_0048,Santa Barbara County,Santa Barbara,06083,5.0,34.531336,-120.517197,3,2,1,county_boundary_clipped_grid,2020-08,41.33,0.6101,medium,0.6558,83.66,39.43,5.85,82.39,43.77,4.71,0.0032,11.28
06083_5km_0049,Santa Barbara County,Santa Barbara,06083,5.0,34.535694,-120.480811,3,3,1,county_boundary_clipped_grid,2020-08,41.33,0.6118,medium,0.6528,83.67,39.27,5.89,82.39,43.77,4.71,0.0032,11.28
06083_5km_0050,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-120.426286,3,4,1,county_boundary_clipped_grid,2020-08,41.33,0.6145,medium,0.6491,83.7,39.02,5.96,82.39,43.77,4.71,0.0032,11.28
06083_5km_0051,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-120.371761,3,5,1,county_boundary_clipped_grid,2020-08,41.33,0.6164,medium,0.6446,83.7,38.86,6.01,82.39,43.77,4.71,0.0032,11.28
06083_5km_0052,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-120.317236,3,6,1,county_boundary_clipped_grid,2020-08,41.33,0.6177,medium,0.6401,83.68,38.75,6.05,82.39,43.77,4.71,0.0032,11.28
06083_5km_0053,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-120.262711,3,7,1,county_boundary_clipped_grid,2020-08,41.33,0.6188,medium,0.6358,83.65,38.67,6.1,82.39,43.77,4.71,0.0032,11.28
06083_5km_0054,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-120.208186,3,8,1,county_boundary_clipped_grid,2020-08,41.33,0.6197,medium,0.632,83.62,38.61,6.23,82.39,43.77,4.71,0.0032,11.28
06083_5km_0055,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-120.153661,3,9,1,county_boundary_clipped_grid,2020-08,41.33,0.6204,medium,0.6287,83.6,38.55,6.34,82.39,43.77,4.71,0.0032,11.28
06083_5km_0056,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-120.099136,3,10,1,county_boundary_clipped_grid,2020-08,41.33,0.6211,medium,0.6263,83.59,38.5,6.43,82.39,43.77,4.71,0.0032,11.28
06083_5km_0057,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-120.044611,3,11,1,county_boundary_clipped_grid,2020-08,41.33,0.6214,medium,0.6249,83.58,38.48,6.47,82.39,43.77,4.71,0.0032,11.28
06083_5km_0058,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-119.990086,3,12,1,county_boundary_clipped_grid,2020-08,41.33,0.6206,medium,0.6252,83.55,38.57,6.45,82.39,43.77,4.71,0.0032,11.28
06083_5km_0059,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-119.93556,3,13,1,county_boundary_clipped_grid,2020-08,41.33,0.6193,medium,0.6267,83.54,38.68,6.39,82.39,43.77,4.71,0.0032,11.28
06083_5km_0060,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-119.881035,3,14,1,county_boundary_clipped_grid,2020-08,41.33,0.618,medium,0.6292,83.53,38.8,6.3,82.39,43.77,4.71,0.0032,11.28
06083_5km_0061,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-119.82651,3,15,1,county_boundary_clipped_grid,2020-08,41.33,0.6168,medium,0.6324,83.54,38.9,6.19,82.39,43.77,4.71,0.0032,11.28
06083_5km_0062,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-119.771985,3,16,1,county_boundary_clipped_grid,2020-08,41.33,0.6155,medium,0.6364,83.55,39.01,6.05,82.39,43.77,4.71,0.0032,11.28
06083_5km_0063,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-119.71746,3,17,1,county_boundary_clipped_grid,2020-08,41.33,0.6141,medium,0.6407,83.57,39.12,5.95,82.39,43.77,4.71,0.0032,11.28
06083_5km_0064,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-119.662935,3,18,1,county_boundary_clipped_grid,2020-08,41.33,0.6125,medium,0.6454,83.58,39.25,5.91,82.39,43.77,4.71,0.0032,11.28
06083_5km_0065,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-119.60841,3,19,1,county_boundary_clipped_grid,2020-08,41.33,0.6105,medium,0.65,83.59,39.43,5.86,82.39,43.77,4.71,0.0032,11.28
06083_5km_0066,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-119.553885,3,20,1,county_boundary_clipped_grid,2020-08,41.33,0.608,medium,0.6545,83.57,39.66,5.79,82.39,43.77,4.71,0.0032,11.28
06083_5km_0067,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-119.49936,3,21,1,county_boundary_clipped_grid,2020-08,41.33,0.6048,medium,0.6586,83.53,39.95,5.71,82.39,43.77,4.71,0.0032,11.28
06083_5km_0068,Santa Barbara County,Santa Barbara,06083,5.0,34.530487,-119.45721,3,22,1,county_boundary_clipped_grid,2020-08,41.33,0.6019,medium,0.6614,83.47,40.24,5.63,82.39,43.77,4.71,0.0032,11.28
06083_5km_0069,Santa Barbara County,Santa Barbara,06083,5.0,34.573,-120.629774,4,0,1,county_boundary_clipped_grid,2020-08,41.33,0.598,medium,0.6594,83.32,40.65,5.52,82.39,43.77,4.71,0.0032,11.28
06083_5km_0070,Santa Barbara County,Santa Barbara,06083,5.0,34.577473,-120.589861,4,1,1,county_boundary_clipped_grid,2020-08,41.33,0.6008,medium,0.6571,83.38,40.38,5.6,82.39,43.77,4.71,0.0032,11.28
06083_5km_0071,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-120.535336,4,2,1,county_boundary_clipped_grid,2020-08,41.33,0.6048,medium,0.654,83.46,39.99,5.71,82.39,43.77,4.71,0.0032,11.28
06083_5km_0072,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-120.480811,4,3,1,county_boundary_clipped_grid,2020-08,41.33,0.6079,medium,0.6502,83.5,39.7,5.78,82.39,43.77,4.71,0.0032,11.28
06083_5km_0073,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-120.426286,4,4,1,county_boundary_clipped_grid,2020-08,41.33,0.6102,medium,0.646,83.52,39.49,5.85,82.39,43.77,4.71,0.0032,11.28
06083_5km_0074,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-120.371761,4,5,1,county_boundary_clipped_grid,2020-08,41.33,0.6119,medium,0.6416,83.51,39.34,5.89,82.39,43.77,4.71,0.0032,11.28
06083_5km_0075,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-120.317236,4,6,1,county_boundary_clipped_grid,2020-08,41.33,0.6132,medium,0.6372,83.49,39.24,6.0,82.39,43.77,4.71,0.0032,11.28
06083_5km_0076,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-120.262711,4,7,1,county_boundary_clipped_grid,2020-08,41.33,0.6141,medium,0.633,83.46,39.18,6.14,82.39,43.77,4.71,0.0032,11.28
06083_5km_0077,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-120.208186,4,8,1,county_boundary_clipped_grid,2020-08,41.33,0.6147,medium,0.6292,83.42,39.14,6.26,82.39,43.77,4.71,0.0032,11.28
06083_5km_0078,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-120.153661,4,9,1,county_boundary_clipped_grid,2020-08,41.33,0.6152,medium,0.6261,83.39,39.12,6.37,82.39,43.77,4.71,0.0032,11.28
06083_5km_0079,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-120.099136,4,10,1,county_boundary_clipped_grid,2020-08,41.33,0.6154,medium,0.6238,83.37,39.11,6.44,82.39,43.77,4.71,0.0032,11.28
06083_5km_0080,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-120.044611,4,11,1,county_boundary_clipped_grid,2020-08,41.33,0.6153,medium,0.6227,83.35,39.13,6.47,82.39,43.77,4.71,0.0032,11.28
06083_5km_0081,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-119.990086,4,12,1,county_boundary_clipped_grid,2020-08,41.33,0.6148,medium,0.6228,83.34,39.18,6.46,82.39,43.77,4.71,0.0032,11.28
06083_5km_0082,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-119.93556,4,13,1,county_boundary_clipped_grid,2020-08,41.33,0.614,medium,0.6241,83.33,39.25,6.41,82.39,43.77,4.71,0.0032,11.28
06083_5km_0083,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-119.881035,4,14,1,county_boundary_clipped_grid,2020-08,41.33,0.6131,medium,0.6264,83.33,39.33,6.33,82.39,43.77,4.71,0.0032,11.28
06083_5km_0084,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-119.82651,4,15,1,county_boundary_clipped_grid,2020-08,41.33,0.612,medium,0.6296,83.34,39.42,6.22,82.39,43.77,4.71,0.0032,11.28
06083_5km_0085,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-119.771985,4,16,1,county_boundary_clipped_grid,2020-08,41.33,0.6109,medium,0.6334,83.36,39.5,6.09,82.39,43.77,4.71,0.0032,11.28
06083_5km_0086,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-119.71746,4,17,1,county_boundary_clipped_grid,2020-08,41.33,0.6097,medium,0.6377,83.38,39.6,5.94,82.39,43.77,4.71,0.0032,11.28
06083_5km_0087,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-119.662935,4,18,1,county_boundary_clipped_grid,2020-08,41.33,0.6082,medium,0.6423,83.4,39.73,5.79,82.39,43.77,4.71,0.0032,11.28
06083_5km_0088,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-119.60841,4,19,1,county_boundary_clipped_grid,2020-08,41.33,0.6062,medium,0.6469,83.4,39.89,5.74,82.39,43.77,4.71,0.0032,11.28
06083_5km_0089,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-119.553885,4,20,1,county_boundary_clipped_grid,2020-08,41.33,0.6038,medium,0.6513,83.39,40.11,5.68,82.39,43.77,4.71,0.0032,11.28
06083_5km_0090,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-119.49936,4,21,1,county_boundary_clipped_grid,2020-08,41.33,0.6007,medium,0.6554,83.35,40.41,5.59,82.39,43.77,4.71,0.0032,11.28
06083_5km_0091,Santa Barbara County,Santa Barbara,06083,5.0,34.575403,-119.457226,4,22,1,county_boundary_clipped_grid,2020-08,41.33,0.5978,medium,0.6582,83.3,40.69,5.52,82.39,43.77,4.71,0.0032,11.28
06083_5km_0092,Santa Barbara County,Santa Barbara,06083,5.0,34.625404,-120.623538,5,0,1,county_boundary_clipped_grid,2020-08,41.33,0.5904,medium,0.6573,83.04,41.46,5.32,82.39,43.77,4.71,0.0032,11.28
06083_5km_0093,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-120.589861,5,1,1,county_boundary_clipped_grid,2020-08,41.33,0.594,medium,0.6557,83.14,41.1,5.41,82.39,43.77,4.71,0.0032,11.28
06083_5km_0094,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-120.535336,5,2,1,county_boundary_clipped_grid,2020-08,41.33,0.5976,medium,0.6525,83.21,40.75,5.51,82.39,43.77,4.71,0.0032,11.28
06083_5km_0095,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-120.480811,5,3,1,county_boundary_clipped_grid,2020-08,41.33,0.6004,medium,0.6488,83.24,40.49,5.58,82.39,43.77,4.71,0.0032,11.28
06083_5km_0096,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-120.426286,5,4,1,county_boundary_clipped_grid,2020-08,41.33,0.6024,medium,0.6448,83.25,40.3,5.64,82.39,43.77,4.71,0.0032,11.28
06083_5km_0097,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-120.371761,5,5,1,county_boundary_clipped_grid,2020-08,41.33,0.6039,medium,0.6405,83.24,40.18,5.79,82.39,43.77,4.71,0.0032,11.28
06083_5km_0098,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-120.317236,5,6,1,county_boundary_clipped_grid,2020-08,41.33,0.6048,medium,0.6363,83.21,40.12,5.93,82.39,43.77,4.71,0.0032,11.28
06083_5km_0099,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-120.262711,5,7,1,county_boundary_clipped_grid,2020-08,41.33,0.6053,medium,0.6323,83.17,40.09,6.06,82.39,43.77,4.71,0.0032,11.28
06083_5km_0100,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-120.208186,5,8,1,county_boundary_clipped_grid,2020-08,41.33,0.6056,medium,0.6287,83.12,40.09,6.18,82.39,43.77,4.71,0.0032,11.28
06083_5km_0101,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-120.153661,5,9,1,county_boundary_clipped_grid,2020-08,41.33,0.6056,medium,0.6258,83.08,40.11,6.27,82.39,43.77,4.71,0.0032,11.28
06083_5km_0102,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-120.099136,5,10,1,county_boundary_clipped_grid,2020-08,41.33,0.6054,medium,0.6238,83.05,40.14,6.33,82.39,43.77,4.71,0.0032,11.28
06083_5km_0103,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-120.044611,5,11,1,county_boundary_clipped_grid,2020-08,41.33,0.6051,medium,0.6228,83.02,40.18,6.36,82.39,43.77,4.71,0.0032,11.28
06083_5km_0104,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-119.990086,5,12,1,county_boundary_clipped_grid,2020-08,41.33,0.6048,medium,0.6228,83.01,40.22,6.35,82.39,43.77,4.71,0.0032,11.28
06083_5km_0105,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-119.93556,5,13,1,county_boundary_clipped_grid,2020-08,41.33,0.6043,medium,0.6239,83.01,40.26,6.31,82.39,43.77,4.71,0.0032,11.28
06083_5km_0106,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-119.881035,5,14,1,county_boundary_clipped_grid,2020-08,41.33,0.6038,medium,0.626,83.03,40.29,6.24,82.39,43.77,4.71,0.0032,11.28
06083_5km_0107,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-119.82651,5,15,1,county_boundary_clipped_grid,2020-08,41.33,0.6032,medium,0.6289,83.05,40.33,6.14,82.39,43.77,4.71,0.0032,11.28
06083_5km_0108,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-119.771985,5,16,1,county_boundary_clipped_grid,2020-08,41.33,0.6025,medium,0.6326,83.08,40.38,6.02,82.39,43.77,4.71,0.0032,11.28
06083_5km_0109,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-119.71746,5,17,1,county_boundary_clipped_grid,2020-08,41.33,0.6016,medium,0.6367,83.11,40.45,5.88,82.39,43.77,4.71,0.0032,11.28
06083_5km_0110,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-119.662935,5,18,1,county_boundary_clipped_grid,2020-08,41.33,0.6004,medium,0.6411,83.13,40.54,5.73,82.39,43.77,4.71,0.0032,11.28
06083_5km_0111,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-119.60841,5,19,1,county_boundary_clipped_grid,2020-08,41.33,0.5987,medium,0.6456,83.14,40.68,5.58,82.39,43.77,4.71,0.0032,11.28
06083_5km_0112,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-119.553885,5,20,1,county_boundary_clipped_grid,2020-08,41.33,0.5965,medium,0.6499,83.13,40.88,5.48,82.39,43.77,4.71,0.0032,11.28
06083_5km_0113,Santa Barbara County,Santa Barbara,06083,5.0,34.620319,-119.49936,5,21,1,county_boundary_clipped_grid,2020-08,41.33,0.5936,medium,0.6539,83.1,41.15,5.4,82.39,43.77,4.71,0.0032,11.28
06083_5km_0114,Santa Barbara County,Santa Barbara,06083,5.0,34.61412,-119.45724,5,22,1,county_boundary_clipped_grid,2020-08,41.33,0.592,medium,0.6568,83.09,41.3,5.36,82.39,43.77,4.71,0.0032,11.28
06083_5km_0115,Santa Barbara County,Santa Barbara,06083,5.0,34.648366,-120.61838,6,0,1,county_boundary_clipped_grid,2020-08,41.33,0.5862,medium,0.6571,82.91,41.9,5.2,82.39,43.77,4.71,0.0032,11.28
06083_5km_0116,Santa Barbara County,Santa Barbara,06083,5.0,34.669519,-120.586888,6,1,1,county_boundary_clipped_grid,2020-08,41.33,0.5838,medium,0.6561,82.81,42.16,5.14,82.39,43.77,4.71,0.0032,11.28
06083_5km_0117,Santa Barbara County,Santa Barbara,06083,5.0,34.665234,-120.535336,6,2,1,county_boundary_clipped_grid,2020-08,41.33,0.5879,medium,0.653,82.9,41.75,5.25,82.39,43.77,4.71,0.0032,11.28
06083_5km_0118,Santa Barbara County,Santa Barbara,06083,5.0,34.665234,-120.480811,6,3,1,county_boundary_clipped_grid,2020-08,41.33,0.5904,medium,0.6495,82.93,41.51,5.36,82.39,43.77,4.71,0.0032,11.28
06083_5km_0119,Santa Barbara County,Santa Barbara,06083,5.0,34.665234,-120.426286,6,4,1,county_boundary_clipped_grid,2020-08,41.33,0.5922,medium,0.6456,82.93,41.36,5.5,82.39,43.77,4.71,0.0032,11.28
06083_5km_0120,Santa Barbara County,Santa Barbara,06083,5.0,34.665234,-120.371761,6,5,1,county_boundary_clipped_grid,2020-08,41.33,0.5933,medium,0.6415,82.91,41.27,5.64,82.39,43.77,4.71,0.0032,11.28
